TI1;TI2;TI3;TI4;TI5;TC1;TC2;TI6;LC1;TI7
0,61012;0,16072;-0,02806;-0,11972;-0,22589;-0,25492;-0,73287;-0,99609;0,097571;-0,027948
0,61012;0,28522;-0,02806;-0,035439;-0,22589;-0,25492;-0,65008;-1,223;0,10823;0,038239
0,13762;0,088763;-0,02806;0,057736;-0,22589;-0,22933;-0,62532;-1,5336;0,30114;0,038239
0,21363;-0,10751;-0,02806;0,15878;-0,22589;-0,19281;-0,62532;-1,5216;0,27232;0,038239
0,28963;-0,057909;-0,02806;-0,24886;-0,22589;-0,1563;-1,2048;-0,2675;0,19237;0,038239
0,3251;-0,0083488;-0,048561;-0,24886;-0,22589;-0,11979;-1,3952;-1,4022;0,1474;0,038239
0,3251;0,041256;-0,086961;-0,24886;-0,22589;-0,083278;-1,3124;-1,3783;-0,08716;0,038239
0,3251;0,056958;-0,12536;-0,24886;0,028278;-0,072359;-1,2296;-1,008;-0,08077;0,038239
0,3251;0,056958;-0,16376;-0,24886;0,30347;-0,072359;-1,1468;0,53879;0,17616;0,038239
0,40746;0,28607;-0,20216;-0,24886;0,055328;-0,072359;-1,064;-1,4022;0,41232;0,014506
0,50246;0,61416;-0,19081;-0,24886;-0,19281;-0,072359;-0,98123;0,56865;0,18727;-0,012913
0,59747;0,53605;-0,13595;-0,24886;-0,22589;-0,072359;-0,89844;-2,8355;-0,044969;-0,040275
0,3251;0,4579;-0,081084;-0,24886;-0,22589;-0,072359;-0,81566;-1,5216;-0,2302;-0,067695
0,3251;0,37979;-0,02806;-0,20392;-0,22589;-0,072359;-0,73287;-0,2675;-0,27012;-0,14316
0,3251;0,34334;-0,02806;-0,11972;-0,214;-0,072359;-0,65008;0,080668;-0,14042;-0,26994
0,3251;0,36052;-0,02806;-0,035439;-0,15446;-0,072359;-0,65434;-0,22653;-0,033537;-0,26994
0,3251;0,44648;-0,02806;0,11613;-0,094913;-0,072359;-0,69573;0,38949;-0,033537;-0,26994
0,3251;0,53239;-0,02806;0,32664;-0,035453;-0,097951;-0,73713;-1,4022;-0,00075044;-0,26994
0,3251;0,61831;-0,02806;0,36874;0,024091;-0,13446;-0,77852;-1,4181;-0,10823;-0,26994
0,3251;0,10786;-0,02806;0,26344;0,042934;-0,17098;-0,81991;-0,38426;-0,33091;-0,32634
0,3251;0,20332;-0,02806;0,15823;0,042934;-0,20749;-0,74544;-0,30467;-0,35212;-0,40883
0,78117;0,29878;-0,02806;0,052935;0,042934;-0,244;-0,62126;-0,38694;-0,3327;-0,49132
0,6689;0,34334;-0,02806;0,0038296;0,042934;-0,25492;-0,49708;-1,4022;-0,18802;-0,5738
0,40777;0,34334;-0,02806;0,0038296;0,042934;-0,25492;-0,3729;-1,2111;-0,028278;-0,60814
0,3251;0,34334;-0,02806;0,0038296;0,042934;-0,25492;-0,24872;-0,08828;0,21489;-0,44961
0,3251;0,34334;-0,02806;0,0038296;0,042934;-0,25492;-0,35627;-1,3437;0,097571;-0,29108
0,3251;0,34334;-0,02806;0,0038296;0,042934;-0,25492;-0,56323;-0,88285;0,048294;-0,30692
0,72035;0,5725;-0,02806;-0,032055;0,042934;-0,25492;-0,7702;-1,0439;-0,087195;-0,34961
0,97119;0,95434;-0,02806;-0,084466;0,042934;-0,25492;-0,86131;-1,0439;-0,19784;-0,39229
0,40111;0,34334;-0,02806;-0,13696;0,042934;-0,25492;-0,9027;-0,69749;-0,2288;-0,43492
0,51511;0,34334;-0,02806;-0,18937;0,013371;-0,25492;-0,94409;-1,7008;-0,37186;-0,47951
0,61012;0,34334;-0,02806;-0,24186;-0,042069;-0,25492;-0,98549;-0,67338;-0,26293;-0,52576
0,61012;0,34334;-0,02806;-0,24886;-0,097509;-0,22933;-1,0269;-0,91248;-0,17693;-0,57202
0,61012;0,34334;-0,02806;-0,24886;-0,15295;-0,19281;-0,98123;-1,5216;-0,14053;-0,61822
0,61012;0,40062;-0,02806;-0,24886;-0,20831;-0,1563;-0,89844;-1,2589;-0,060044;-0,63982
0,67982;0,50804;-0,02806;-0,24886;-0,22589;-0,11979;-0,81566;-1,3566;0,015294;-0,63982
0,86983;0,61545;-0,02806;-0,24886;-0,22589;-0,083278;-0,73287;-2,5369;0,075392;-0,63245
0,89518;0,62977;-0,02806;-0,24886;-0,22589;-0,072359;-0,65008;-1,2589;-0,00073233;-0,59541
0,89518;0,62977;-0,02806;-0,24886;-0,22589;-0,072359;-0,68335;-1,2708;-0,017922;-0,55842
0,55312;0,32425;-0,02806;-0,24886;-0,22589;-0,072359;-0,76614;-1,4022;-0,032893;-0,52144
1,0839;0,29699;-0,02806;-0,24886;-0,22589;-0,072359;-0,84893;-1,395;-0,060634;-0,48446
1,0459;0,74705;-0,02806;-0,24886;-0,22589;-0,072359;-0,93171;-0,74526;0,0045616;-0,45485
1,0079;1,055;-0,02806;-0,2247;-0,22589;-0,072359;-1,0145;-1,223;0,01558;-0,45485
0,9699;0,79464;-0,02806;-0,15875;-0,22589;-0,072359;-0,98123;-0,74526;0,14191;-0,45485
0,9319;0,62977;-0,02806;-0,092886;-0,22589;-0,072359;-0,89844;-1,3234;0,064499;-0,45485
0,89718;0,62977;-0,02806;-0,02694;-0,22589;-0,072359;-0,81566;-1,6937;0,097285;-0,45485
0,9572;0,62977;0,01034;0,0038296;-0,22589;-0,072359;-0,73287;-1,2159;-0,065946;-0,45485
1,0172;0,62977;0,51726;0,0038296;-0,22589;-0,046766;-0,65008;-2,3578;-0,13598;-0,45485
1,0772;1,1071;0,45966;0,0038296;-0,22589;-0,010254;-0,55298;-0,92443;-0,087195;-0,45485
1,0852;1,1071;0,40206;-0,071954;-0,22589;0,026258;-0,4493;-1,1002;-0,033405;-0,45485
0,97789;0,97905;0,34441;-0,45095;-0,22589;0,062771;-0,34601;0,27004;0,13656;-0,45485
0,44137;0,33888;0,28681;0,0038296;-0,22589;0,099283;-0,24234;-1,8609;0,3299;-0,40554
-0,095141;-0,30129;-0,067761;0,0038296;-0,22589;0,1102;-0,4288;-1,8879;0,27232;-0,159
-0,36529;-0,70674;-0,68216;0,0038296;-0,22589;0,1102;-0,73906;-0,97734;0,03107;0,013585
-0,17527;-0,70674;-1,2726;-0,32464;-0,22589;0,1102;-0,77426;-1,1155;-0,092239;-0,085034
1,1675;0,67179;-1,1679;-1,1871;-0,22589;0,1102;-0,69148;-1,0678;-0,065302;-0,45485
2,7003;2,4332;-0,9113;-1,548;-0,32698;0,1102;-0,60869;-1,392;-0,17681;-0,45485
1,7312;2,1207;0,27914;-1,4501;-0,47496;0,059017;-0,5259;-1,0848;0,057045;-0,45485
1,1612;1,3847;1,0744;-0,9461;-1,2117;-0,014007;-0,44311;-1,1394;-0,0057413;-0,45485
0,57119;1,1222;1,4957;-0,24886;-1,2117;-0,087032;-0,47638;-1,3544;-0,31085;-0,45485
0,51418;0,85964;1,3372;0,71712;-1,2117;-0,16006;-0,55917;-1,0439;-0,42203;-0,48435
0,45718;0,59712;0,91664;1,5784;-1,2117;-0,23308;-0,64196;-1,5694;-0,32684;-0,56476
0,40018;0,34972;0,54798;1,4521;-0,34372;-0,28051;-0,72475;-1,4022;-0,16189;-0,64518
0,34317;0,54064;0,52322;1,2491;0,16579;-0,31719;-0,80753;-1,4022;0,026115;-0,72559
0,3251;0,62977;0,39932;0,73923;0,75981;-0,35388;-0,86131;-1,519;0,05865;-0,69212
0,3251;0,62977;0,27546;0,42485;0,75981;-0,39039;-0,90289;-1,4384;0,1785;-0,55906
0,30273;0,596;0,15156;0,0038296;0,75981;-0,42707;-0,94448;-1,5097;0,25204;-0,45485
0,26197;0,53462;0,027701;0,0038296;0,75981;-0,3851;-0,98587;-2,6564;0,51622;-0,45485
0,22126;0,47324;-0,02806;-0,21935;0,75981;-0,31208;-1,0275;-0,08828;0,86896;-0,1935
0,18055;0,41186;-0,02806;-0,47196;0,67765;-0,23905;-1,0393;-1,7582;1,0218;0,27862
0,13984;0,35052;-0,02806;-0,50147;0,52833;-0,16603;-1,0393;-1,8422;0,979;0,44815
-0,90664;-0,99838;-0,02806;-0,50147;0,37893;-0,093003;-1,0393;-2,1786;0,749;0,63306
-0,8396;-1,1025;-0,18646;-0,50147;0,23781;-0,046254;-1,0393;-0,38694;0,40065;0,81797
-0,77252;-1,1841;-1,5772;-0,94775;0,1034;-0,0097419;-1,0393;-1,4022;-0,12672;0,69775
0,13509;-0,91519;-1,839;-1,4277;-0,031014;0,02677;-1,0097;-1,3914;-0,86611;0,12372
2,1303;1,1644;-1,5641;-1,4277;-0,16543;0,063282;-0,96827;-1,4234;-1,5302;-0,50266
2,9311;2,4436;-0,70419;-1,4277;-0,5216;0,099795;-0,92688;-0,63576;-1,8636;-0,88636
1,3639;2,4436;0,70154;-1,4277;-1,0593;0,031718;-0,88548;-0,5661;-2,0056;-1,4553
0,89518;1,3791;1,7867;-0,3237;-1,3909;-0,077818;-0,84409;-0,5661;-1,5567;-1,7129
0,89518;1,0928;1,6025;0,79904;-1,3909;-0,18735;-0,77291;-0,72378;-0,52609;-1,8369
0,3251;0,80638;1,4181;1,9012;-1,2938;-0,29689;-0,69012;-1,9994;-0,059829;-1,9075
0,3251;0,62977;1,2338;2,2381;-0,46784;-0,40643;-0,60734;-0,78707;0,19543;-1,4331
0,44861;0,62977;1,0495;1,6926;0,069817;-0,46358;-0,52455;-0,83686;0,16755;-1,2747
0,82779;0,62977;0,57629;1,0901;0,67321;-0,5001;-0,44176;-1,4141;0,4047;-0,82058
0,51685;0,39348;0,61774;0,92165;1,2975;-0,53661;-0,41836;-1,223;0,56787;-0,32749
0,58735;0,19881;0,65919;0,75324;1,2975;-0,57312;-0,41836;-1,4938;0,63916;-0,26994
0,73842;0,81628;0,7006;0,58483;1,2975;-0,60963;-0,41836;-1,765;0,9239;0,099012
0,45336;0,72818;0,73465;0,42013;1,2975;-0,54156;-0,41836;-1,6041;1,1805;0,27211
0,16834;0,64003;0,62797;0,32538;1,2975;-0,43202;-0,41836;-1,88;1,2603;0,49809
0,23578;0,056958;0,52129;0,23063;1,2023;-0,32248;-0,50733;-2,1089;1,2494;0,72413
-0,16893;0,056958;0,41462;0,17224;0,95418;-0,21295;-0,63151;-1,9509;1,1704;1,2069
-0,54895;-0,72266;0,30794;0,17224;0,75981;-0,10341;-0,75569;-1,7269;1,0038;1,1575
-1,0389;-1,0409;-0,13604;0,17224;0,75981;-0,046254;-0,87987;-1,4141;0,61035;1,1082
0,18259;-1,1841;-1,2804;-0,35526;0,4986;-0,0097419;-1,0041;-2,6564;0,0088677;0,81002
1,8072;0,62977;-1,7924;-0,92249;0,20289;0,02677;-0,95028;-1,0439;-0,8196;0,30811
3,6143;2,3768;-1,1737;-0,92249;-0,09282;0,063282;-0,8261;-1,1394;-1,5943;-0,3177
1,9117;2,4313;0,14793;-0,92249;-0,37379;0,099795;-0,70192;-1,1292;-2,1664;-0,74546
1,002;2,1858;1,796;-0,43623;-0,94276;0,084098;-0,57774;-1,0012;-2,4325;-1,4106
0,78477;1,3488;2,2984;0,95533;-0,94276;0,047586;-0,45356;-0,78009;-2,1376;-1,8133
0,56759;0,87588;2,1064;1,6336;-0,94276;0,011073;-0,47774;0,74781;-1,1707;-1,9342
0,35045;0,80691;1,5402;2,0247;-0,94276;-0,025439;-0,56053;-0,5661;-0,5873;-1,9342
0,2123;0,74326;0,92467;2,0247;-0,30956;-0,061951;-0,64331;-0,46787;-0,017439;-1,8756
0,56857;0,67964;0,73998;1,9205;0,40732;-0,098463;-0,7261;-1,3843;0,12248;-1,6054
0,61012;0,62977;0,73998;1,3421;1,1854;-0,13498;-0,80889;-1,0331;0,15868;-1,3351
0,61012;0,62977;0,73998;1,163;1,4095;-0,17149;-0,8027;-1,8919;0,31016;-1,0649
0,61012;0,62977;0,73998;0,98382;1,4767;-0,208;-0,7613;-1,1028;0,5259;-0,7946
0,61012;0,62977;0,73998;0,88907;1,4767;-0,24451;-0,71991;-2,6564;0,99876;-0,26372
0,61012;0,62977;0,69732;0,8306;1,4681;-0,15033;-0,67852;-1,1974;1,2603;0,0092643
0,056246;0,048527;0,63636;0,77205;1,4284;-0,0042822;-0,63712;-2,1488;1,3191;0,42995
-0,43494;-0,11991;0,57539;0,71358;1,3887;0,14177;-0,65492;-0,15799;1,2843;0,92546
-0,43494;-0,2884;0,38958;0,67746;1,349;0,28782;-0,69631;-0,35909;1,1805;1,204
-0,43494;-0,42035;0,10158;0,67746;1,3094;0,43386;-0,73771;-1,223;0,96898;1,0984
-0,84755;-0,98362;-0,18646;0,33033;1,0971;0,47532;-0,7791;-1,2123;0,63232;0,67027
-0,42664;-0,79265;-0,47446;-0,062668;0,81072;0,47532;-0,82049;-1,88;-0,019397;0,2133
0,92723;-0,076689;-0,88968;-0,45559;0,52439;0,47532;-0,8027;-0,76234;-0,83703;0,016062
3,0668;2,2689;-0,50806;-0,50147;0,25347;0,47532;-0,7613;-0,74526;-1,707;-0,18117
1,544;2,3245;0,48074;-0,50147;-0,015354;0,47532;-0,71991;-1,223;-2,0796;-0,77928
0,94166;1,6757;1,6096;0,093621;-0,32296;0,42294;-0,67852;-0,5661;-2,1709;-1,1028
0,73656;0,8207;2,084;1,24;-0,63232;0,34992;-0,63712;-0,5661;-1,5934;-1,4265
0,61012;0,8207;2,084;2,1141;-0,44028;0,2769;-0,59573;-0,5661;-0,7129;-1,5487
0,61012;0,8207;1,4364;2,3474;-0,24834;0,20387;-0,55434;-0,5661;-0,0089875;-1,347
0,61012;0,8207;0,73998;2,4468;0,77773;0,13085;-0,51294;-1,223;0,20409;-1,1329
0,61012;0,8207;0,73998;2,0628;1,1362;0,13631;-0,47155;-0,74526;0,38021;-0,75238
0,61012;0,8207;0,73998;1,6789;1,4947;0,17282;-0,43016;-0,62884;0,41771;-0,53826
0,58584;0,50447;0,73998;1,2948;1,8531;0,20933;-0,50733;-0,75308;0,58698;-0,32415
0,52248;0,34334;0,73998;0,93007;1,9158;0,24584;-0,63151;-1,0439;0,90114;-0,11003
0,45918;0,34334;0,73998;0,93007;1,7365;0,28236;-0,75569;-1,1693;1,1805;0,31094
0,39582;0,34334;0,73998;0,93007;1,5573;0,37125;-0,87987;0,24856;1,2155;0,75921
0,33247;0,27585;0,73998;0,93007;1,3584;0,48078;-1,0041;-1,88;1,2149;0,9591
0,15725;0,15309;0,73998;0,93007;1,1434;0,59032;-1,0097;-1,9297;1,1371;1,0439
-0,33612;0,056958;0,73998;0,93007;0,9283;0,69986;-0,96827;-2,6564;0,937;1,1287
0,11991;0,056958;0,25994;0,93007;0,74691;0,80939;-0,92688;-1,1861;0,67228;1,197
0,74317;0,30899;0,25994;0,68667;0,68736;0,86655;-0,88548;-1,0439;0,14458;0,95046
0,69327;0,76725;0,25994;0,42768;0,6279;0,90306;-0,84409;-1,2051;-0,55639;0,70391
0,61012;0,56768;0,35895;0,48379;0,56836;0,93957;-0,75821;-0,74526;-1,2513;0,22315
0,61012;0,36025;0,53897;0,5399;0,50882;0,97609;-0,65472;0,74781;-1,7714;-0,3283
0,61012;0,4384;0,71899;0,59609;0,49098;1,0126;-0,55124;-0,64402;-1,9487;-0,67576
0,61012;0,51651;0,73998;0,6522;0,49098;0,9969;-0,44776;0,56865;-1,7253;-1,2562
0,7513;0,59462;0,73998;0,77669;0,49098;0,96039;-1,16;0,56865;-1,0939;-1,2562
1,3624;0,88181;0,73998;0,95714;0,49098;0,92388;-1,3544;-0,36986;-0,42539;-1,2562
1,207;1,34;0,73998;1,0875;0,49098;0,88737;-1,2162;-0,77021;0,1368;-1,1989
0,76644;0,77506;0,73613;1,037;0,53846;0,85085;-1,0783;-0,8354;0,4773;-0,93481
0,3251;0,34334;0,65933;0,98649;0,59223;0,84045;-1,0689;-0,5661;0,38849;-0,67064
0,61252;0,40539;0,58253;0,93597;0,64599;0,84045;-1,1102;-0,74526;0,2841;-0,44379
1,135;1,1071;0,54798;0,93007;0,69976;0,84045;-1,1516;-0,86471;0,48567;-0,22415
1,8466;1,8708;0,54798;0,93007;0,75352;0,84045;-1,193;-0,97421;0,52346;-0,012856
1,4162;1,8708;0,99084;0,93007;1,116;0,84045;-1,2344;-0,59172;0,72172;0,19849
0,96954;1,401;1,7209;0,93007;1,1708;0,81434;-1,1277;-1,0439;0,88156;0,38651
0,42486;0,8691;2,2264;1,1285;0,94028;0,77783;-0,96208;-1,0439;0,8494;0,73473
-0,14992;0,056958;1,5544;1,4894;0,79565;0,74132;-0,79651;-1,0439;0,80776;0,90115
0,044171;0,056958;0,71598;1,6626;0,96105;0,7048;-0,63093;-0,08828;0,73462;0,90115
0,89043;0,29717;0,086288;1,1574;1,1265;0,66829;-0,46536;-0,08828;0,25776;0,90115
0,79543;0,6585;-0,02806;1,0395;1,2919;0,68399;-1,16;-0,2675;-0,10329;0,90115
0,70038;0,69958;0,14321;0,67746;1,4574;0,7205;-1,3938;-0,99012;-0,18632;0,63214
0,61012;0,74062;0,45459;0,67746;1,3071;0,75701;-1,311;-0,5661;-0,025871;0,32758
0,61012;0,78171;0,54798;0,67746;1,1151;0,79353;-1,2282;-1,0439;-0,095083;0,038239
0,61012;0,81115;0,54798;0,67746;0,88074;0,83004;-1,1455;-1,4022;-0,022536;0,038239
0,61012;0,62023;0,56911;0,67746;0,61191;0,86655;-1,0627;-0,79505;-0,12476;0,038239
0,61012;0,42926;0,60751;0,73357;0,54022;0,90306;-1,0393;-0,77579;-0,25898;0,016465
0,5346;0,45584;0,64591;0,81376;0,62983;0,93957;-1,0393;-0,85544;-0,14053;-0,0081897
0,4491;0,66046;0,68431;0,89395;0,71944;0,97609;-1,0393;0,92697;-0,21893;-0,032844
0,36359;0,6966;0,72271;1,0458;0,75981;1,0126;-1,0393;-0,93587;-0,37158;-0,057499
-0,092922;0,12378;0,66076;1,2563;0,75981;1,023;-1,0393;-1,88;-0,4528;-0,082153
-0,85301;-0,74064;0,45436;1,1288;0,75981;1,023;-1,0689;-1,351;-0,68753;-0,41171
-0,80311;-1,0679;-0,22006;0,7246;0,75981;1,023;-1,1102;-1,3254;-0,8582;-0,45485
1,9402;0,34334;-1,0841;0,23118;0,58511;1,023;-1,1516;-0,7485;-0,88603;-0,7162
3,3293;2,7204;-0,85527;-0,43694;0,89849;1,023;-1,193;-0,81369;-0,55269;-0,92795
2,3762;2,5295;0,29403;-0,26853;0,66199;1,023;-1,2344;-0,38694;0,034209;-0,8355
1,2922;2,0585;1,6808;0,42485;0,42541;1,023;-1,2166;-1,0439;0,70581;-0,67352
1,0886;1,3812;2,084;1,3309;0,18882;1,023;-1,1752;-0,86471;0,75863;-0,26021
0,88706;1,1357;2,084;2,2773;0,099128;1,023;-1,1338;-0,79505;0,75366;0,15316
0,72417;0,67857;1,604;2,2773;0,24577;1,023;-1,0925;-0,83686;0,2075;0,39106
0,56129;0,80584;0,98223;2,2773;0,60747;0,9969;-1,0511;-0,47055;0,083602;0,34665
0,3984;0,8207;0,91525;2,1679;1,1451;0,96039;-1,0986;-0,74526;-0,10228;0,3023
0,3251;0,71569;0,84828;1,6626;1,4767;0,92388;-1,1814;-1,9994;0,071329;0,25788
0,3251;0,59828;0,7813;1,2983;1,4767;0,88737;-1,2642;-1,0592;0,17061;0,22315
-0,066817;0,54096;0,73998;1,1605;1,4767;0,85085;-1,347;-0,23167;0,22363;0,22315
0,2697;0,48368;0,73998;0,98146;1,4767;0,89283;-1,4298;-1,452;0,1862;0,22315
0,28315;0,4264;0,73998;0,76874;1,4767;0,96585;-1,3938;-0,92744;0,30847;0,22315
0,23565;0,36913;0,73998;0,55603;1,3891;1,0389;-1,311;-0,83686;0,62626;0,26324
0,18814;0,28428;0,66798;0,46955;1,2298;1,1119;-1,2282;-0,96143;0,74468;0,49965
0,14064;0,17686;0,53704;0,58609;1,0704;1,1849;-1,1455;-0,58402;0,73575;0,90115
-0,41883;0,069493;0,40614;0,67746;0,91114;1,2317;-1,0627;-1,2648;0,53104;0,90115
-1,2686;-0,9263;0,27519;0,67746;0,75654;1,2682;-1,0986;-0,84679;-0,036635;0,90115
-1,7651;-1,9273;-0,41847;0,56799;0,69205;1,3047;-1,1814;-0,60495;-0,70597;0,61059
-0,71996;-1,5182;-1,8425;-0,11028;0,62757;1,3412;-1,2642;-0,78411;-1,2877;0,082249
2,1303;0,62977;-1,6505;-0,76101;0,563;1,3777;-1,347;-0,74526;-1,6798;-0,3435
2,991;2,73;-1,1681;-1,1318;0,49852;1,3357;-1,4298;-0,1139;-1,8398;-0,7279
1,3056;1,8517;0,35881;-0,72882;0,019652;1,2627;-1,4236;-0,27944;-1,6657;-1,1343
0,2915;0,80562;1,5907;-0,22352;-0,5139;1,1897;-1,3822;-0,5738;-0,64369;-1,2562
0,20377;0,50416;1,3249;0,4978;-0,67394;1,1167;-1,3408;-0,72735;0,23232;-1,2562
0,13509;0,20269;1,059;1,3511;-0,67394;1,0437;-1,2994;-0,29535;0,46359;-0,86073
0,13509;-0,098814;0,45468;1,3511;-0,37329;0,97063;-1,258;-0,38694;0,53793;-0,63314
0,13509;-0,0075012;0,30664;1,3511;0,25439;0,8976;-1,2462;-0,74526;0,51475;-0,39189
0,18304;0,13569;0,37339;1,1743;1,0435;0,82458;-1,2462;-1,9994;0,60782;-0,10134
0,23733;0,27888;0,4401;0,85279;1,3423;0,75155;-1,2462;-0,60874;0,79534;0,18928
0,29163;0,34334;0,50685;0,53124;1,3682;0,67853;-1,2462;-0,81492;0,96978;0,63893
0,3251;0,34334;0,52515;0,20977;1,1711;0,68399;-1,2462;-0,82156;0,80776;1,0885
0,3251;0,34334;0,46553;0,13163;0,97395;0,7205;-1,2758;-1,0206;0,9429;1,1378
0,26242;0,34334;0,40596;0,085751;0,77681;0,75701;-1,3172;-1,0439;1,0207;1,1872
0,14841;0,34334;0,34634;0,039793;0,57967;0,79353;-1,3586;-0,89607;1,2597;1,2602
0,54055;0,34334;0,28677;0,0038296;0,49098;0,83004;-1,4;-1,6829;1,2836;1,3527
0,43875;0,34334;0,20714;0,0038296;0,36779;0,86655;-1,4414;-1,2688;1,1362;1,8874
0,337;0,34334;0,11114;0,0038296;0,14376;0,90306;-1,4161;-1,3882;0,7977;1,8874
-0,65345;-0,65432;0,01514;0,0038296;0,042934;0,93957;-1,3644;-0,90651;0,18295;1,6331
-1,2235;-0,99317;-0,42404;0,0038296;0,042934;0,97609;-1,3126;-0,82586;-0,65642;0,71624
-0,61785;-0,99317;-1,4969;-0,56419;0,042934;1,0126;-1,2609;-0,69408;-1,5316;0,20466
1,9402;0,62977;-2,1996;-1,1751;0,042934;1,023;-1,6911;-0,45598;-2,1216;-0,47127
3,1754;2,6632;-1,2281;-1,1751;0,042934;1,023;-1,8077;-0,5546;-2,1098;-0,80007
1,3424;2,5271;0,54798;-1,1751;-0,6968;1,023;-1,725;-0,51235;-1,5008;-1,2023
0,78624;1,0951;1,34;-0,58811;-0,98556;1,023;-1,6422;-1,5216;-0,65142;-1,2153
0,49385;0,85647;1,796;0,057657;-1,2117;1,023;-1,5594;-1,88;-0,081052;-1,1691
0,32368;0,61416;1,5999;1,1514;-1,2117;0,91842;-1,4766;-0,46162;0,28119;-1,0047
0,15352;0,30172;0,73231;1,5626;-1,2117;0,77237;-1,342;-0,38694;0,37956;-0,57265
-0,016651;0,056958;0,57871;1,3732;-0,68918;0,62632;-1,1867;-0,68705;0,15869;-0,39748
-0,088171;0,056958;0,42507;1,1837;0,33638;0,48027;-1,0315;-0,5661;0,13938;-0,22225
0,19685;0,056958;0,27147;0,79282;0,82923;0,33422;-0,8762;0,56865;0,14807;-0,058305
0,063838;0,056958;0,11787;0,23708;1,2975;0,31887;-0,92127;0,74781;0,36765;0,064968
-0,019314;0,056958;-0,02806;0,17224;1,2975;0,35538;-1,0454;-0,51235;0,49525;0,18824
0,2182;0,056958;-0,02806;0,17224;1,2975;0,39189;-1,1696;-0,5661;0,83673;0,31151
0,29376;0,056958;-0,02806;0,17224;0,94798;0,4284;-1,2938;-1,2637;1,1887;0,50823
0,23676;0,056958;-0,02806;0,17224;0,75981;0,46492;-1,418;-1,5963;1,3195;1,2263
0,17975;0,056958;-0,02806;0,17224;0,70688;0,50143;-1,5126;-1,3664;1,2842;1,5653
0,042484;-0,084852;-0,02806;0,079219;0,4625;0,53794;-1,5954;-1,9994;1,1279;1,8833
-0,67627;-0,70674;-0,02806;-0,025996;0,22935;0,57445;-1,6782;-1,4571;0,79859;1,8011
-0,56227;-0,70674;-0,15286;-0,13129;0,014292;0,61096;-1,7609;-0,98498;0,28649;1,5268
-0,44826;-0,70674;-0,7289;-0,23658;-0,20077;0,64748;-1,8437;0,58656;-0,5616;1,0953
0,61012;-0,027263;-1,0239;-0,91627;-0,22589;0,60551;-1,8375;0,38949;-1,3347;0,38058
0,61012;0,43662;-0,86676;-1,148;-0,22589;0,53248;-1,7961;-0,86208;-2,1547;-0,16867
0,55201;0,56982;-0,22006;-0,75408;-0,22589;0,45946;-1,7547;-0,74526;-2,3539;-0,71793
0,28373;-0,007635;-0,22006;-0,75408;-0,67394;0,38643;-1,7134;-0,38694;-2,0583;-1,2672
0,015491;-0,17608;-0,22006;-0,5309;-0,67394;0,31341;-1,672;-0,13092;-1,2669;-1,4411
-0,033388;-0,34456;-0,22006;-0,33409;-0,67394;0,21428;-1,6306;0,090882;-0,16044;-1,4411
0,27063;-0,16831;-0,22006;-0,10988;-0,67394;0,10474;-1,5892;-0,38694;0,33882;-1,3464
0,57465;0,2899;-0,37272;0,14273;-0,64479;-0,004794;-1,5478;-0,38694;0,52559;-0,90935
0,20728;0,0060597;-0,02806;0,048214;-0,51038;-0,11433;-1,5064;0,92697;0,51621;-0,55773
-0,079337;-0,37579;-0,02806;-0,092099;-0,37597;-0,22387;-1,465;-0,5661;0,65083;-0,34362
0,24639;-0,16738;-0,02806;-0,23249;-0,24155;-0,22881;-1,3938;-0,38694;0,57682;-0,1295
0,57212;0,28767;-0,02806;-0,24886;-0,17313;-0,1923;-1,311;-0,5661;0,50708;0,076546
0,10659;0,34334;-0,067671;-0,24886;-0,11342;-0,15579;-1,2282;0,92697;0,61676;0,25345
-0,46344;-0,53941;-0,13967;-0,24886;-0,053626;-0,11928;-1,1455;-1,9994;0,91408;0,43029
-0,87676;-0,99317;-0,21167;-0,24886;0,0060853;-0,082766;-1,0627;-0,08828;0,83994;0,6072
-1,3233;-1,3485;-1,0064;-0,24886;-0,0046343;-0,098463;-1,1876;-1,0182;0,95651;0,858
0,13509;-1,0303;-1,8398;-0,93933;-0,12866;-0,13498;-1,3946;-0,08828;0,89461;1,2093
2,7003;1,4565;-1,5929;-1,2761;-0,28418;-0,17149;-1,0083;-0,51235;0,47674;1,2093
1,8493;2,1233;-0,88565;-1,0109;-0,55301;-0,208;-1,129;0,56865;0,079531;0,9769
0,70095;1,3308;0,60078;-0,81302;-0,82183;-0,24451;-1,5429;-1,005;-0,275;0,71624
0,19423;0,60912;1,5916;-0,3078;-1,0484;-0,3334;-1,2153;-0,070364;-0,5239;0,40806
-0,14992;0,29949;1,3448;0,6337;-1,2405;-0,44294;-1,1381;-0,2675;-0,91516;-0,14581
-0,14992;0,012617;0,60469;1,1786;-1,2938;-0,55248;-1,2762;-0,08828;-0,76409;-0,30433
-0,14992;-0,19191;0,41134;1,2811;-0,48316;-0,66201;-1,4141;-0,86471;-0,56076;-0,4628
-0,14992;-0,39649;0,23841;1,1787;-0,25278;-0,77155;-1,4236;0,27004;-0,28061;-0,62133
-0,14992;0,0012866;0,13913;0,93849;0,35456;-0,8026;-1,3822;-1,1812;0,10225;-0,26994
-0,14992;-0,040333;0,039813;0,20002;0,75981;-0,8026;-1,3408;-0,8229;0,24372;-0,16821
-0,14992;-0,15047;-0,059507;-0,50596;0,75981;-0,8026;-1,2994;-1,223;0,29232;0,016695
